# Shelf — entity-resolution labels for the keyboards category.
#
# One line per (offer, seed product) pair: is this listing a purchasable variant of that product?
# Written by hand from listing titles alone — before any resolver score was looked at — over the
# live corpus crawled 2026-09-11 (7,556 offers at five retailers, 50 seed products). One
# representative variant URL stands for each distinct product title.
#
# Policy. A listing matches when it is the seed product in any purchasable form: a colourway, an
# ISO/JIS layout, a knob or barebones variant, a limited / anniversary / collab edition, a minor
# revision (KBD75 v3.1 is a KBD75 V3). It does not match when it is a sibling model in the same
# family (Q2 HE, K2 Max, GMMK 3 Pro, One 3 SF, Tinker 75), a new generation sold as such (60HE V2
# vs 60HE+, Tofu60 Redux V2), a bundle with other goods (a keycap set, a mouse), a spare part (a
# PCB module, a top case), or an accessory. Bundles and parts are labeled non-matches on purpose:
# a rollup that counted a keyboard-plus-keycaps price as the keyboard's price would be wrong.
#
# Columns (tab-separated): offer_url  title  brand  model  match  note. `title` is for the reader;
# `shelf eval resolution` keys the offer by URL and the product by brand + model.
offer_url	title	brand	model	match	note
https://mechanicalkeyboards.com/products/keychron-q2?variant=47607833854252	Keychron Q2 Aluminum 65% Hotswap RGB Win + Mac Mechanical Keyboard	Keychron	Q2	true	cross-retailer
https://mechanicalkeyboards.com/products/keychron-q2-w-knob?variant=47607835263276	Keychron Q2 w/ Knob Aluminum 65% Hotswap RGB Win + Mac Mechanical Keyboard	Keychron	Q2	true	knob variant
https://www.keychron.com/products/keychron-q2-he-8k-magnetic-switch-keyboard?variant=42749341597785	Keychron Q2 HE 8K Magnetic Switch Keyboard	Keychron	Q2	false	Q2 HE is the magnetic line; M1 linked this
https://www.keychron.com/products/keychron-q2-he-qmk-wireless-custom-keyboard?variant=42187972771929	Keychron Q2 HE QMK Wireless Custom Keyboard	Keychron	Q2	false	M1 linked this
https://mechanicalkeyboards.com/products/keychron-q2-he-8k-aluminum-65-hotswap-rgb-keyboard?variant=52438248685868	Keychron Q2 HE TMR 8K Aluminum 65% Hotswap RGB Keyboard	Keychron	Q2	false	
https://www.keychron.com/products/keychron-q2-max-qmk-via-wireless-custom-mechanical-keyboard?variant=40770772533337	Keychron Q2 Max QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	Q2	false	
https://mechanicalkeyboards.com/products/keychron-q2-max?variant=48086923936044	Keychron Q2 Max Aluminum 65% Hotswap Wireless Keyboard	Keychron	Q2	false	
https://www.keychron.com/products/keychron-q2-pro-qmk-via-wireless-custom-mechanical-keyboard?variant=40459131584601	Keychron Q2 Pro QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	Q2	false	
https://mechanicalkeyboards.com/products/keychron-q2-pro-w-knob?variant=47608156717356	Keychron Q2 Pro w/ Knob Aluminum 65% Hotswap Bluetooth RGB Win + Mac Mechanical Keyboard	Keychron	Q2	false	
https://www.keychron.com/products/keychron-q2-qmk-custom-mechanical-keyboard?variant=39610691125337	Keychron Q2 QMK Custom Mechanical Keyboard	Keychron	Q1 Pro	false	wrong model
https://www.keychron.com/products/keychron-q4-qmk-via-custom-mechanical-keyboard?variant=39886080606297	Keychron Q4 QMK Custom Mechanical Keyboard	Keychron	Q4	true	
https://www.keychron.com/products/keychron-q4-qmk-custom-mechanical-keyboard-iso-layout-collection?variant=40279331962969	Keychron Q4 QMK Custom Mechanical Keyboard ISO Layout Collection	Keychron	Q4	true	
https://mechanicalkeyboards.com/products/keychron-q4?variant=47607922786604	Keychron Q4 Aluminum 60% Hotswap RGB Win + Mac Mechanical Keyboard	Keychron	Q4	true	cross-retailer
https://www.keychron.com/products/keychron-q4-he-qmk-wireless-custom-keyboard?variant=42231065641049	Keychron Q4 HE QMK Wireless Custom Keyboard	Keychron	Q4	false	M1 linked this
https://mechanicalkeyboards.com/products/keychron-q4-he-aluminum-wireless-keyboard?variant=50860192334124	Keychron Q4 HE TMR Aluminum Wireless Keyboard	Keychron	Q4	false	
https://www.keychron.com/products/keychron-q4-pro-qmk-via-wireless-custom-mechanical-keyboard?variant=40487284506713	Keychron Q4 Pro QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	Q4	false	
https://www.keychron.com/products/keychron-q6-he-8k-magnetic-switch-keyboard?variant=42644671332441	Keychron Q6 HE 8K Magnetic Switch Keyboard	Keychron	Q6 HE	true	
https://www.keychron.com/products/keychron-q6-he-qmk-wireless-custom-keyboard?variant=42069797568601	Keychron Q6 HE QMK Wireless Custom Keyboard	Keychron	Q6 HE	true	
https://www.keychron.com/products/keychron-q6-he-qmk-wireless-custom-keyboard-iso-layout-collection?variant=42263833772121	Keychron Q6 HE QMK Wireless Custom Keyboard ISO Layout Collection	Keychron	Q6 HE	true	
https://www.keychron.com/products/keychron-q6-qmk-custom-mechanical-keyboard?variant=39990022897753	Keychron Q6 QMK Custom Mechanical Keyboard	Keychron	Q6 HE	false	plain Q6, mechanical
https://www.keychron.com/products/keychron-q6-max-qmk-via-wireless-custom-mechanical-keyboard?variant=40799762972761	Keychron Q6 Max QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	Q6 HE	false	
https://www.keychron.com/products/keychron-q6-pro-qmk-via-wireless-custom-mechanical-keyboard?variant=40522074259545	Keychron Q6 Pro QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	Q6 HE	false	
https://www.keychron.com/products/keychron-q6-ultra-8k-wireless-custom-mechanical-keyboard?variant=42833147396185	Keychron Q6 Ultra 8K Wireless Custom Mechanical Keyboard	Keychron	Q6 HE	false	
https://www.keychron.com/products/keychron-q6-he-8k-magnetic-switch-keyboard?variant=42644671332441	Keychron Q6 HE 8K Magnetic Switch Keyboard	Keychron	K6 HE	false	Q6 vs K6
https://www.keychron.com/products/keychron-q7-qmk-custom-mechanical-keyboard?variant=40068642242649	Keychron Q7 QMK Custom Mechanical Keyboard	Keychron	Q7	true	
https://www.keychron.com/products/keychron-q7-qmk-custom-mechanical-keyboard-iso-layout-collection?variant=40321713143897	Keychron Q7 QMK Custom Mechanical Keyboard ISO Layout Collection	Keychron	Q7	true	
https://mechanicalkeyboards.com/products/keychron-q7-barebones-keyboard?variant=47607796629804	Keychron Q7 Aluminum Barebones 65% Hotswap RGB Win + Mac Mechanical Keyboard	Keychron	Q7	true	barebones of the same model
https://www.keychron.com/products/keychron-q8-alice-layout-qmk-custom-mechanical-keyboard?variant=40077526368345	Keychron Q8 (Alice Layout) QMK Custom Mechanical Keyboard	Keychron	Q8	true	
https://www.keychron.com/products/keychron-q8-alice-layout-qmk-custom-mechanical-keyboard-iso-layout-collection?variant=40305599905881	Keychron Q8 (Alice Layout) QMK Custom Mechanical Keyboard ISO Layout Collection	Keychron	Q8	true	
https://mechanicalkeyboards.com/products/keychron-q8-w-knob?variant=47607963091244	Keychron Q8 w/ Knob Barebones Aluminum 65% Alice Layout Hotswap RGB Win + Mac Mechanical Keyboard	Keychron	Q8	true	
https://www.keychron.com/products/keychron-q8-max-alice-layout-qmk-via-wireless-custom-mechanical-keyboard?variant=40822895640665	Keychron Q8 Max (Alice Layout) QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	Q8	false	
https://mechanicalkeyboards.com/products/keychron-q8-max-w-knob?variant=48497769251116	Keychron Q8 Max Aluminum 65% Alice Hotswap Wireless Keyboard	Keychron	Q8	false	M1 linked this
https://www.keychron.com/products/keychron-q8-pro-alice-layout-qmk-via-wireless-custom-mechanical-keyboard?variant=40535584276569	Keychron Q8 Pro (Alice Layout) QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	Q8	false	
https://www.keychron.com/products/keychron-q15-max-qmk-wireless-custom-mechanical-keyboard?variant=41607379681369	Keychron Q15 Max QMK Wireless Custom Mechanical Keyboard	Keychron	Q15 Max	true	
https://mechanicalkeyboards.com/products/keychron-q15-max-aluminum-65-ortholinear-hotswap-wireless?variant=50245416485164	Keychron Q15 Max Aluminum 65% Ortholinear Hotswap Wireless Keyboard	Keychron	Q15 Max	true	cross-retailer
https://www.keychron.com/products/keychron-k2-ultra-8k-wireless-custom-mechanical-keyboard?variant=43245836730457	Keychron K2 Ultra 8K Wireless Custom Mechanical Keyboard	Keychron	K2 Ultra	true	
https://mechanicalkeyboards.com/products/keychron-k2-ultra-8k-75-wireless-keyboard?variant=53382923518252	Keychron K2 Ultra 8K 75% Wireless Keyboard	Keychron	K2 Ultra	true	cross-retailer
https://www.keychron.com/products/keychron-k2-he-wireless-magnetic-switch-keyboard?variant=41846757883993	Keychron K2 HE Wireless Magnetic Switch Custom Keyboard	Keychron	K2 Ultra	false	
https://www.keychron.com/products/keychron-k2-he-wireless-magnetic-switch-custom-keyboard-all-wood-special-edition?variant=42742348644441	Keychron K2 HE Wireless Magnetic Switch Custom Keyboard - All-Wood Special Edition	Keychron	K2 Ultra	false	
https://www.keychron.com/products/keychron-k2-he-keyboard-and-m3-mouse-wireless-elite-bundle?variant=42328838242393	Keychron K2 HE Keyboard and M3 Mouse Wireless Elite Bundle	Keychron	K2 Ultra	false	bundle, and a different model
https://www.keychron.com/products/keychron-k2-max-qmk-wireless-mechanical-keyboard?variant=41767492288601	Keychron K2 Max QMK Wireless Mechanical Keyboard	Keychron	K2 Ultra	false	
https://mechanicalkeyboards.com/products/keychron-k2-max-aluminum-75-hotswap-wireless-rgb-keyboard?variant=50032320282924	Keychron K2 Max Aluminum 75% Hotswap Wireless RGB Keyboard	Keychron	K2 Ultra	false	
https://www.keychron.com/products/keychron-k2-pro-qmk-via-wireless-mechanical-keyboard?variant=40336733503577	Keychron K2 Pro QMK/VIA Wireless Mechanical Keyboard	Keychron	K2 Ultra	false	
https://mechanicalkeyboards.com/products/keychron-k2-pro?variant=47608092557612	Keychron K2 Pro 75% Bluetooth RGB Win + Mac Double Shot PBT Mechanical Keyboard	Keychron	K2 Ultra	false	
https://www.keychron.com/products/keychron-k2-wireless-mechanical-keyboard?variant=31063869522009	Keychron K2 Wireless Mechanical Keyboard (Version 2)	Keychron	K2 Ultra	false	plain K2
https://www.keychron.com/products/keychron-k2-qmk-wireless-mechanical-keyboard-version-3?variant=42132483276889	Keychron K2 QMK Wireless Mechanical Keyboard (Version 3)	Keychron	K2 Ultra	false	
https://www.keychron.com/products/keychron-k2-hot-swappable-wireless-mechanical-keyboard?variant=32187465400409	Keychron K2 (Hot-swappable) Wireless Mechanical Keyboard (Version 2)	Keychron	K2 Ultra	false	
https://www.keychron.com/products/keychron-k2-non-backlight-wireless-mechanical-keyboard?variant=39627684872281	Keychron K2 Non-Backlight Wireless Mechanical Keyboard	Keychron	K2 Ultra	false	
https://mechanicalkeyboards.com/products/mk-x-keychron-k2-he-special-edition-sylvan-hollow-75-wood-wireless-keyboard?variant=52474077151532	MK x Keychron K2 HE Special Edition Sylvan Hollow 75% Wood Wireless Keyboard	Keychron	K2 Ultra	false	
https://www.keychron.com/products/keychron-k5-ultra-8k-wireless-custom-mechanical-keyboard?variant=43354556170329	Keychron K5 Ultra 8K Wireless Custom Mechanical Keyboard	Keychron	K5 Ultra	true	
https://www.keychron.com/products/keychron-k5-max-qmk-via-wireless-custom-mechanical-keyboard?variant=40778479566937	Keychron K5 Max QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	K5 Ultra	false	
https://www.keychron.com/products/keychron-k5-pro-qmk-via-wireless-custom-mechanical-keyboard?variant=40437828812889	Keychron K5 Pro QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	K5 Ultra	false	
https://www.keychron.com/products/keychron-k5-se-ultra-slim-wireless-mechanical-keyboard?variant=40054332719193	Keychron K5 SE Wireless Mechanical Keyboard	Keychron	K5 Ultra	false	
https://www.keychron.com/products/keychron-k5-ultra-slim-wireless-mechanical-keyboard?variant=39559178682457	Keychron K5 Wireless Mechanical Keyboard	Keychron	K5 Ultra	false	
https://www.keychron.com/products/keychron-k5-ultra-8k-wireless-custom-mechanical-keyboard?variant=43354556170329	Keychron K5 Ultra 8K Wireless Custom Mechanical Keyboard	Keychron	K2 Ultra	false	K5 vs K2
https://www.keychron.com/products/keychron-k8-ultra-8k-wireless-custom-mechanical-keyboard?variant=43266301755481	Keychron K8 Ultra 8K Wireless Custom Mechanical Keyboard	Keychron	K8 Ultra	true	
https://www.keychron.com/products/keychron-k8-he-wireless-magnetic-switch-custom-keyboard?variant=42283609555033	Keychron K8 HE Wireless Magnetic Switch Custom Keyboard	Keychron	K8 Ultra	false	
https://www.keychron.com/products/keychron-k8-max-qmk-wireless-mechanical-keyboard?variant=41765642895449	Keychron K8 Max QMK Wireless Mechanical Keyboard	Keychron	K8 Ultra	false	
https://www.keychron.com/products/keychron-k8-pro-qmk-via-wireless-mechanical-keyboard?variant=39755425284185	Keychron K8 Pro QMK/VIA Wireless Mechanical Keyboard	Keychron	K8 Ultra	false	
https://www.keychron.com/products/keychron-k8-tenkeyless-wireless-mechanical-keyboard?variant=32018252202073	Keychron K8 Wireless Mechanical Keyboard	Keychron	K8 Ultra	false	
https://www.keychron.com/products/keychron-k8-qmk-wireless-mechanical-keyboard-version-2?variant=42057890562137	Keychron K8 QMK Wireless Mechanical Keyboard (Version 2)	Keychron	K8 Ultra	false	
https://www.keychron.com/products/keychron-k10-ultra-8k-wireless-custom-mechanical-keyboard?variant=43331246555225	Keychron K10 Ultra 8K Wireless Custom Mechanical Keyboard	Keychron	K10 Ultra	true	
https://www.keychron.com/products/keychron-k10-he-wireless-magnetic-switch-keyboard?variant=42362366918745	Keychron K10 HE Wireless Magnetic Switch Custom Keyboard	Keychron	K10 Ultra	false	
https://www.keychron.com/products/keychron-k10-max-qmk-wireless-mechanical-keyboard?variant=41783991828569	Keychron K10 Max QMK Wireless Mechanical Keyboard	Keychron	K10 Ultra	false	
https://www.keychron.com/products/keychron-k10-pro-qmk-via-wireless-mechanical-keyboard?variant=40398046068825	Keychron K10 Pro QMK/VIA Wireless Mechanical Keyboard	Keychron	K10 Ultra	false	
https://www.keychron.com/products/keychron-k10-wireless-mechanical-keyboard?variant=39426664955993	Keychron K10 Wireless Mechanical Keyboard	Keychron	K10 Ultra	false	
https://www.keychron.com/products/keychron-k10-ultra-8k-wireless-custom-mechanical-keyboard?variant=43331246555225	Keychron K10 Ultra 8K Wireless Custom Mechanical Keyboard	Keychron	K8 Ultra	false	K10 vs K8
https://www.keychron.com/products/keychron-k6-he-wireless-magnetic-switch-keyboard?variant=42356352811097	Keychron K6 HE Wireless Magnetic Switch Keyboard	Keychron	K6 HE	true	
https://mechanicalkeyboards.com/products/keychron-k6-he-65-hotswap-wireless-rgb-keyboard?variant=51814675972396	Keychron K6 HE 65% Hotswap Wireless RGB Keyboard	Keychron	K6 HE	true	cross-retailer
https://www.keychron.com/products/keychron-k6-pro-qmk-via-wireless-custom-mechanical-keyboard?variant=40119467507801	Keychron K6 Pro QMK/VIA Wireless Custom Mechanical Keyboard	Keychron	K6 HE	false	
https://www.keychron.com/products/keychron-k6-wireless-mechanical-keyboard?variant=31440990011481	Keychron K6 Wireless Mechanical Keyboard	Keychron	K6 HE	false	plain K6
https://www.keychron.com/products/keychron-k6-non-backlight-wireless-mechanical-keyboard?variant=39424205815897	Keychron K6 Non-Backlight Wireless Mechanical Keyboard	Keychron	K6 HE	false	
https://mechanicalkeyboards.com/products/keychron-k6-hotswap-aluminum?variant=47607632920876	Keychron K6 65% Hotswap Bluetooth RGB Win + Mac ABS Laser Etched Mechanical Keyboard	Keychron	K6 HE	false	
https://mechanicalkeyboards.com/products/keychron-k6-aluminum-65-iso-hotswap-wireless-keyboard?variant=51308479807788	Keychron K6 Aluminum 65% ISO Hotswap Wireless Keyboard	Keychron	K6 HE	false	
https://www.keychron.com/products/keychron-b11-pro-ultra-slim-wireless-foldable-keyboard?variant=42941718757465	Keychron B11 Pro Ultra-Slim Wireless Foldable Keyboard	Keychron	B11 Pro	true	
https://mechanicalkeyboards.com/products/keychron-b11-pro-65-wireless-low-profile-foldable-keyboard?variant=52720363143468	Keychron B11 Pro 65% Wireless Low Profile Foldable Keyboard	Keychron	B11 Pro	true	cross-retailer
https://www.keychron.com/products/keychron-b1-pro-ultra-slim-wireless-keyboard?variant=41293818167385	Keychron B1 Pro Ultra-Slim Wireless Keyboard	Keychron	B11 Pro	false	B1 vs B11
https://www.keychron.com/products/keychron-b1-pro-keyboard-and-bm24-mouse-wireless-combo?variant=42639204024409	Keychron B1 Pro Keyboard and BM24 Mouse Wireless Combo	Keychron	B11 Pro	false	combo, and B1
https://www.gloriousgaming.com/products/gmmk-3-prebuilt-keyboard?variant=44255982059695	GMMK 3 Prebuilt Keyboard	Glorious	GMMK 3	true	
https://www.gloriousgaming.com/products/gmmk-3-barebones-keyboard?variant=44256016957615	GMMK 3 Barebones Keyboard	Glorious	GMMK 3	true	barebones of the same model
https://www.gloriousgaming.com/products/gmmk-3-pro-prebuilt-keyboard?variant=44256500547759	GMMK 3 PRO Prebuilt Keyboard	Glorious	GMMK 3	false	GMMK 3 Pro is a different model (metal case)
https://www.gloriousgaming.com/products/gmmk-3-pro-barebones-keyboard?variant=44256491962543	GMMK 3 PRO Barebones Keyboard	Glorious	GMMK 3	false	
https://www.gloriousgaming.com/products/gmmk-3-he-prebuilt-keyboard?variant=44256034717871	GMMK 3 HE Prebuilt Keyboard	Glorious	GMMK 3	false	the HE line
https://www.gloriousgaming.com/products/gmmk-3-pro-he-prebuilt-keyboard?variant=44253494182063	GMMK 3 PRO HE Prebuilt Keyboard	Glorious	GMMK 3	false	
https://www.gloriousgaming.com/products/gmmk-3-he-prebuilt-keyboard?variant=44256034717871	GMMK 3 HE Prebuilt Keyboard	Glorious	GMMK 3 HE	true	
https://www.gloriousgaming.com/products/gmmk-3-pro-he-prebuilt-keyboard?variant=44253494182063	GMMK 3 PRO HE Prebuilt Keyboard	Glorious	GMMK 3 HE	false	Pro HE is a different model; all tokens present but not together
https://www.gloriousgaming.com/products/gmmk-3-pro-he-barebones-keyboard?variant=44256444022959	GMMK 3 PRO HE Barebones Keyboard	Glorious	GMMK 3 HE	false	
https://www.gloriousgaming.com/products/gmmk-3-pro-he-prebuilt-wireless-keyboard?variant=44256468205743	GMMK 3 PRO HE Prebuilt Wireless Keyboard	Glorious	GMMK 3 HE	false	
https://www.gloriousgaming.com/products/gmmk-3-prebuilt-keyboard?variant=44255982059695	GMMK 3 Prebuilt Keyboard	Glorious	GMMK 3 HE	false	mechanical, not HE
https://www.gloriousgaming.com/products/glorious-gmmk-pro-75-barebone-black?variant=43698880905391	GMMK PRO Barebones 75%	Glorious	GMMK Pro	true	
https://www.gloriousgaming.com/products/gmmk-3-pro-prebuilt-keyboard?variant=44256500547759	GMMK 3 PRO Prebuilt Keyboard	Glorious	GMMK Pro	false	GMMK 3 Pro is not the (original) GMMK Pro
https://www.gloriousgaming.com/products/gmmk-eternal-96-keyboard?variant=47339983437999	GMMK Eternal 96% Keyboard	Glorious	GMMK Eternal 96	true	
https://www.gloriousgaming.com/products/gmbk-75-keyboard?variant=45782024781999	GMBK 75% Keyboard	Glorious	GMBK 75	true	
https://www.gloriousgaming.com/products/arctic-white-gmmk-2-65-bundle?variant=46009400721583	Arctic White GMMK 2 65% Bundle	Glorious	GMMK 3	false	GMMK 2, and a bundle
https://www.gloriousgaming.com/products/gmmk2-barebone?variant=43698921472175	GMMK 2 Barebones Compact 65%	Glorious	GMMK Pro	false	
https://www.gloriousgaming.com/products/gmmk-numpad-keyboard?variant=43698886049967	GMMK Numpad	Glorious	GMMK Pro	false	accessory
https://epomaker.com/products/epomaker-th26?variant=49268205617460	EPOMAKER TH26	Epomaker	TH26	true	
https://epomaker.com/products/epomaker-th65?variant=49222051004724	EPOMAKER TH65	Epomaker	TH65	true	
https://epomaker.com/products/epomaker-rt75?variant=49239715447092	EPOMAKER RT75	Epomaker	RT75	true	
https://epomaker.com/products/epomaker-he65-v2-tmr?variant=49178501841204	EPOMAKER HE65 V2 TMR	Epomaker	HE65 V2 TMR	true	
https://epomaker.com/products/epomaker-he75-v2-tmr?variant=49164958630196	EPOMAKER HE75 V2 TMR	Epomaker	HE75 V2 TMR	true	
https://epomaker.com/products/epomaker-hack70?variant=49140250083636	EPOMAKER HACK70	Epomaker	HACK70	true	
https://epomaker.com/products/epomaker-he75-v2?variant=49131623055668	EPOMAKER HE75 V2	Epomaker	HE75 V2 TMR	false	the non-TMR HE75 V2
https://epomaker.com/products/epomaker-he75-v2?variant=49131623055668	EPOMAKER HE75 V2	Epomaker	HE65 V2 TMR	false	
https://epomaker.com/products/epomaker-hack-59?variant=48364713640244	Epomaker HACK59	Epomaker	HACK70	false	
https://epomaker.com/products/epomaker-th80-v2?variant=49052571926836	EPOMAKER TH80 V2	Epomaker	TH65	false	
https://epomaker.com/products/epomaker-th33?variant=48942704820532	EPOMAKER TH33	Epomaker	TH26	false	
https://epomaker.com/products/epomaker-th40?variant=48907397300532	Epomaker TH40	Epomaker	TH26	false	
https://epomaker.com/products/epomaker-rt82?variant=48894582391092	EPOMAKER RT82	Epomaker	RT75	false	
https://epomaker.com/products/epomaker-rt100-pro?variant=49061877940532	EPOMAKER RT100 Pro	Epomaker	RT75	false	
https://epomaker.com/products/epomaker-aula-f75?variant=48908546408756	EPOMAKER x AULA F75	Epomaker	RT75	false	AULA F75, a different product with the same number
https://epomaker.com/products/epomaker-he68-lite?variant=48624030023988	EPOMAKER HE68 Lite	Epomaker	HE65 V2 TMR	false	
https://epomaker.com/products/epomaker-th65?variant=49222051004724	EPOMAKER TH65	Epomaker	HE65 V2 TMR	false	
https://kbdfans.com/products/tofu60-redux-kit-1?variant=42623184208011	Tofu60 Redux 60% Mechanical Keyboard Case Kit	KBDfans	Tofu60 Redux	true	
https://mechanicalkeyboards.com/products/kbdfans-tofu60-redux-diy-kit?variant=50117089198380	KBDFans Tofu60 Redux Barebones DIY Kit	KBDfans	Tofu60 Redux	true	cross-retailer
https://kbdfans.com/products/ready-to-use-tofu60-redux-v2-mx-hotswap-version-with-pbtfans-clarvoy?variant=48876098060427	Tofu60 Redux V2 MX Hotswap version with PBTfans Clarvoy	KBDfans	Tofu60 Redux	false	V2 revision sold with a keycap set — ambiguous, labeled not the seed
https://kbdfans.com/products/ready-to-use-tofu60-redux-v2-mx-hotswap-version-with-pbtfans-thermal?variant=48935294599307	Tofu60 Redux V2 MX Hotswap version with PBTfans Thermal	KBDfans	Tofu60 Redux	false	as above
https://kbdfans.com/products/tofu60-3-0-fully-assembled-configurator?variant=48955689533579	TOFU60 3.0 fully assembled	KBDfans	Tofu60 Redux	false	Tofu60 3.0 is a different generation
https://kbdfans.com/products/tofu60-3-0-x-he-gaming?variant=45621802303627	TOFU60 3.0 x HE Gaming	KBDfans	Tofu60 Redux	false	
https://kbdfans.com/products/tofu65-3-0-fully-assembled?variant=49051159691403	TOFU65 3.0 Fully assembled	KBDfans	Tofu60 Redux	false	
https://kbdfans.com/products/athena-75?variant=47903408783499	Athena 75	KBDfans	Athena 75	true	
https://kbdfans.com/products/ready-to-use-athena-75-with-pbtfans-fairy-r2?variant=48303910879371	Athena 75 with PBTfans Fairy R2	KBDfans	Athena 75	false	bundle with a keycap set; not the product's price
https://kbdfans.com/products/ready-to-use-athena-75-with-pbtfans-thermal?variant=48930128658571	Athena 75 with PBTfans Thermal	KBDfans	Athena 75	false	bundle with a keycap set
https://kbdfans.com/products/ready-to-use-athena-75-with-pbtfans-no-signal-blank?variant=48929922023563	Athena 75 with PBTfans No signal Blank	KBDfans	Athena 75	false	bundle with a keycap set
https://kbdfans.com/products/ready-to-use-athena-75-with-pbtfans-wob?variant=48667823702155	Athena 75 with PBTfans WOB	KBDfans	Athena 75	false	bundle with a keycap set
https://kbdfans.com/products/ready-to-use-athena-1800-with-pbtfans-song?variant=48874658431115	Athena 1800 with PBTfans Song	KBDfans	Athena 75	false	Athena 1800, and a bundle
https://kbdfans.com/products/athena-75?variant=47903408783499	Athena 75	KBDfans	Odin 75	false	
https://mechanicalkeyboards.com/products/kbdfans-kbd75-v31-kbd75-v31-barebones-75-diy-kit-light-blue-barebones-75-diy-kit?variant=49215818498348	KBDFans KBD75 v3.1 KBD75 v3.1 Barebones 75% DIY Kit Light Blue Barebones 75% DIY Kit	KBDfans	KBD75 V3	true	v3.1 is a revision of V3
https://mechanicalkeyboards.com/products/kbdfans-kbd67-lite-r3-mechanical-keyboard-diy-kit?variant=47607906992428	KBDFans KBD67 Lite R3 Mechanical Keyboard DIY Kit	KBDfans	KBD67 Lite	true	R3 revision
