# Shelf — entity-resolution labels for the monitors category (M7).
#
# One line per (offer, seed product) pair: is this listing a purchasable variant of that product?
# Written by hand from listing titles alone — before the resolver had scored a single monitor
# listing — over the storefront JSON captured 2026-09-16 (six retailers, 349 listings, 127 seed
# products). One representative variant URL stands for each distinct product title at a retailer.
#
# Policy, carried from the keyboards set. A listing matches when it is the seed product in any
# purchasable new form: a colourway, a panel finish (matte / glossy / Gorilla Glass), a "with hub"
# or "without hub" configuration, a listing that spells the model with or without its suffix
# ("45GS95QE" for "45GS95QE-B"). It does not match when it is a sibling model in the same line
# (PX279 Prime Neo vs PX279 Wave, GM27-FQS vs GM27-CFX, U3223QE vs U3225QE, Spectrum Black 27
# vs 32), used / open-box / refurbished / B-stock stock of the product (a real price, but not the
# product's), a bundle with other goods (a keyboard, a mouse, a hub, a cable — whether or not the
# word "bundle" appears), a two-monitor combo, or an accessory (a stand, an arm). A title that
# states no size for a product sold in two sizes ("Spectrum Black") is labeled a non-match for
# both: the label is what the title says, not what the labeler happens to know.
#
# Columns (tab-separated): offer_url  title  brand  model  match  note. `title` is for the reader;
# `shelf eval resolution` keys the offer by URL and the product by brand + model.
offer_url	title	brand	model	match	note
https://www.focuscamera.com/products/asus-be24ecsbt-computers-tablets-monitors?variant=43406770929712	ASUS BE24ECSBT 23.8-inch Full HD IPS Multi-touch Business Monitor with 80W USB-C Power Delivery	Asus	BE24ECSBT	true	
https://www.focuscamera.com/products/lg-52g930b-computers-tablets-monitors?variant=43383164796976	LG 52G930B-B 52-inch Ultragear evo G9 5K2K (5120x2160) Curved Gaming Monitor	LG	52G930B	true	
https://www.focuscamera.com/products/lg-27gx790b-b-computers-tablets-monitors?variant=43350503882800	LG 27GX790B-B 27-Inch Ultragear QHD (3440 x 1440) OLED Gaming Monitor Dual Mode	LG	27GX790B	true	
https://www.focuscamera.com/products/dell-se2725hm-computers-tablets-monitors?variant=42889129754672	Dell SE2725HM 27-Inch 100Hz Full HD (1920x1080) IPS LED Monitor	Dell	SE2725HM	true	
https://www.focuscamera.com/products/asus-va27ehe-computers-tablets-monitors?variant=42875666300976	Asus VA27EHE 27-Inch 75 Hz Full HD IPS LED Eye Care Monitor (Black)	Asus	VA27EHE	true	
https://www.focuscamera.com/products/dell-dell-p2225h-computers-tablets-monitors?variant=42744074633264	Dell P2225H 22-Inch Class Full HD 100Hz IPS LED Flat-Screen Monitor	Dell	P2225H	true	
https://www.focuscamera.com/products/samsung-lf27t350fhnxza-computers-tablets-monitors?variant=42674449023024	Samsung 27-Inch T35F FHD IPS Monitor 75Hz FreeSync Borderless Display (Black)	Samsung	T35F	true	
https://www.focuscamera.com/products/dell-s2725hs-computers-tablets-monitors?variant=42612503838768	Dell S2725HS 27-inch FHD LED Monitor - 100Hz Refresh Rate, Dual 5W Speakers	Dell	S2725HS	true	
https://www.focuscamera.com/products/dell-dell-p3425we-computers-tablets-monitors?variant=42458366443568	Dell Pro 34-Inch Plus P3425WE WQHD 100Hz USB-C Hub Curved IPS Monitor	Dell	P3425WE	true	
https://www.focuscamera.com/products/dell-p2425h-kt1-computers-tablets-monitors?variant=42417683497008	Dell P2425H 24-in. FHD LED Monitor 16:9 with Gaming Mouse and Extended Mouse Pad	Dell	P2425H	false	bundle with a mouse and a mouse pad; the word "bundle" is absent
https://www.focuscamera.com/products/dell-p2424ht-kt1-computers-tablets-monitors?variant=42417683300400	Dell P2424HT 24-Inch Multi-Touch FHD 16:9 IPS Display Monitor Bundle	Dell	P2424HT	false	bundle
https://www.focuscamera.com/products/samsung-ls57cg950nnxza-computers-tablets-monitors?variant=42417516380208	Samsung 57-Inch Odyssey Neo G9 G95NC Dual UHD Quantum Matrix Gaming Monitor	Samsung	G95NC	true	
https://www.focuscamera.com/products/lg-45gr65dc-b-computers-tablets-monitors?variant=42415027454000	LG 45GR65DC-B Ultragear 45-In. QHD 200Hz 1ms 200Hz Curved Gaming Monitor (Black)	LG	45GR65DC	true	
https://www.focuscamera.com/products/lg-27ms500-b-computers-tablets-monitors?variant=42414890287152	LG 27MS500-B 27-Inch Monitor IPS Full HD 1920x1080 100Hz (Black)	LG	27MS500	true	
https://www.focuscamera.com/products/lg-24mk430h-b-computers-tablets-monitors?variant=42414869446704	LG 24MK430H-B 24-inch FHD IPS Monitor AMD FreeSync OnScreen Control Slim Bezel	LG	24MK430H	true	
https://www.focuscamera.com/products/benq-america-sw321c-kt1-computers-tablets-monitors?variant=42378359210032	BenQ SW321C 32-Inch 4K HDR IPS Photo and Video Editing Monitor (Black) Bundle	BenQ	SW321C	false	bundle
https://www.focuscamera.com/products/samsung-ls32b300nwnxgo-computers-tablets-monitors?variant=42378170269744	Samsung 32-Inch Class S30B Series FHD AMD 75Hz Refresh Rate FreeSync Monitor	Samsung	S30B	true	
https://www.focuscamera.com/products/cooler-master-gm27fqs-cmkb-computers-tablets-monitors?variant=42170394378288	Cooler Master GM27-FQS ARGB 27-Inch Gaming Monitor with Cooler Master Wired Gaming Keyboard Bundle	Cooler Master	GM27-FQS	false	bundle with a keyboard
https://www.focuscamera.com/products/cooler-master-gm27fqs-cmkb-computers-tablets-monitors?variant=42170394378288	Cooler Master GM27-FQS ARGB 27-Inch Gaming Monitor with Cooler Master Wired Gaming Keyboard Bundle	Cooler Master	GM27-CFX	false	bundle, and a sibling model (FQS is not CFX)
https://www.focuscamera.com/products/lg-32gn600-b-computers-tablets-monitors?variant=42166568288304	LG 32GN600-B 32-Inch QHD 2560x1440 Display 165Hz HDR10 Ultragear Gaming Monitor (Black)	LG	32GN600	true	
https://www.focuscamera.com/products/dell-u4924dw-kt1-computers-tablets-monitors?variant=42378375069744	Dell UltraSharp U4924DW 49-Inch DQHD Curved Screen Edge Monitor (Black) Bundle	Dell	U4924DW	false	bundle
https://www.focuscamera.com/products/dell-u2725qe-k1-computers-tablets-monitors?variant=42378373955632	Dell UltraSharp U2725QE 27-Inch 4K UHD IPS Black Monitor with Accessories Bundle	Dell	U2725QE	false	bundle with accessories
https://www.focuscamera.com/products/dell-p2725de-computers-tablets-monitors?variant=42378225909808	Dell Pro 27 inch Plus P2725DE QHD USB-C Hub IPS Monitor	Dell	P2725DE	true	
https://www.focuscamera.com/products/benq-america-benq-pd3225u-computers-tablets-monitors?variant=42377992405040	BenQ PD3225U 31.5-In. Designer Monitor 16:9 4K UHD HDR10 Thunderbolt 3 IPS Black	BenQ	PD3225U	true	
https://www.focuscamera.com/products/benq-america-benq-pd2706u-computers-tablets-monitors?variant=42377991258160	BenQ DesignVue PD2706U 27-inch 4K UHD HDR Designer Monitor with Hotkey Puck G2	BenQ	PD2706U	true	
https://www.focuscamera.com/products/benq-america-benq-pd2706qn-computers-tablets-monitors?variant=42377991192624	BenQ DesignVue PD2706QN 27-Inch 2560x1440p QHD 100 Hz Monitor	BenQ	PD2706QN	true	
https://www.focuscamera.com/products/benq-america-benq-ma320u-computers-tablets-monitors?variant=42377991159856	BenQ MA320U 32-Inch 4K HDR Monitor for MacBooks with 3840 x 2160 at 60 Hz (Gray)	BenQ	MA320U	true	
https://www.focuscamera.com/products/benq-america-benq-ma270u-computers-tablets-monitors?variant=42377991127088	BenQ MA270U 27-Inch 4K HDR Monitor for MacBooks with 3840 x 2160 at 60 Hz (Gray)	BenQ	MA270U	true	
https://www.focuscamera.com/products/benq-america-benq-gw2790q-computers-tablets-monitors?variant=42377991094320	BenQ GW2790Q 27 Inch 2K QHD Monitor 100Hz Eye-Care Low Blue Light Flicker-Free	BenQ	GW2790Q	true	
https://www.focuscamera.com/products/dell-dell-p2425h-k1-computers-tablets-monitors?variant=42151628341296	Dell P2425H 24-Inch 1920 x 1080 FHD Flat Screen LED Monitor with 3-Port USB-C Portable Expansion Hub	Dell	P2425H	false	bundle with a USB-C hub; the word "bundle" is absent
https://www.focuscamera.com/products/dell-dell-p2425h-computers-tablets-monitors?variant=42151627358256	Dell P2425H 24-Inch 1920 x 1080 FHD Flat Screen LED Monitor with IPS Technology (Black and Silver)	Dell	P2425H	true	
https://www.focuscamera.com/products/samsung-lc34c502ganxza-computers-tablets-monitors?variant=42162699173936	Samsung 34-Inch ViewFinity S50GC UWQHD 100Hz AMD FreeSync Monitor with DisplayPort and HDMI (Black)	Samsung	S50GC	true	
https://www.focuscamera.com/products/cooler-master-cmiga2701sus-computers-tablets-monitors?variant=42161316921392	Cooler Master GA2701S 27-Inch FHD Gaming Monitor with 100Hz IPS Panel and Slim Design (Black)	Cooler Master	GA2701S	true	
https://www.focuscamera.com/products/benq-america-benq-gw2790qt-computers-tablets-monitors?variant=42161098293296	BenQ GW2790QT 27 Inch 2K QHD USB-C Ergonomic Eye-Care Professional Monitor (White)	BenQ	GW2790QT	true	
https://www.focuscamera.com/products/benq-america-benq-gw2790-computers-tablets-monitors?variant=42161097572400	BenQ GW2790 27-Inch 100Hz Eye-Care Monitor - 1080p IPS Flicker Free (Black)	BenQ	GW2790	true	
https://www.focuscamera.com/products/benq-america-benq-gw2786tc-computers-tablets-monitors?variant=42161096687664	BenQ GW2786TC Office USB Hub Monitor 27-Inch Full HD IPS Display with 100Hz Refresh Rate (White)	BenQ	GW2786TC	true	
https://www.pixiogaming.com/products/px24q-pro-gaming-monitor-open-box?variant=52727836016772	Pixio PX24Q Pro 24-inch QHD 180Hz Fast IPS Gaming Monitor, Open Box	Pixio	PX24Q Pro	false	open box
https://www.pixiogaming.com/products/px246-wave-open-box?variant=51900796272772	PX246 Wave - Open Box — Black	Pixio	PX246 Wave	false	open box
https://www.pixiogaming.com/products/px249-wave-24-inch-240hz-gaming-monitor-certified-refurbished?variant=51900774776964	PX249 Wave 24-inch 240Hz Gaming Monitor - Certified Refurbished — Black	Pixio	PX249 Wave	false	certified refurbished
https://www.pixiogaming.com/products/pixio-px27u-prime-neo-27-dual-mode-gaming-monitor-certified-refurbished?variant=51900771434628	Pixio PX27U Prime Neo 27" Dual Mode Gaming Monitor - Certified Refurbished	Pixio	PX27U Wave	false	sibling: the Prime Neo is not the Wave
https://www.pixiogaming.com/products/pixio-px27u-prime-neo-27-dual-mode-gaming-monitor-certified-refurbished?variant=51900771434628	Pixio PX27U Prime Neo 27" Dual Mode Gaming Monitor - Certified Refurbished	Pixio	PX27U Prime Neo	false	certified refurbished
https://www.pixiogaming.com/products/px249-wave-24-inch-240hz-gaming-monitor?variant=51594562470020	PX249 Wave 24-inch 240Hz Gaming Monitor — Black	Pixio	PX249 Wave	true	
https://www.pixiogaming.com/products/pixio-px27u-prime-neo-27-dual-mode-gaming-monitor?variant=51543966187652	Pixio PX27U Prime Neo 27" Dual Mode Gaming Monitor	Pixio	PX27U Wave	false	sibling: the Prime Neo is not the Wave
https://www.pixiogaming.com/products/pixio-px27u-prime-neo-27-dual-mode-gaming-monitor?variant=51543966187652	Pixio PX27U Prime Neo 27" Dual Mode Gaming Monitor	Pixio	PX27U Prime Neo	true	
https://www.pixiogaming.com/products/pixio-px27u-mini-led-white-27-dual-mode-gaming-monitor?variant=51511245144196	Pixio PX27UM Mini LED White 27" Dual Mode Gaming Monitor	Pixio	PX27UM	true	
https://www.pixiogaming.com/products/luma-oled-aura-gen2?variant=51405353418884	PX277 OLED MAX V2 Gaming Monitor — Black	Pixio	PX248 Pro V2	false	a different model sharing "V2"
https://www.pixiogaming.com/products/luma-oled-aura-gen2?variant=51405353418884	PX277 OLED MAX V2 Gaming Monitor — Black	Pixio	PX277 OLED MAX V2	true	
https://www.pixiogaming.com/products/luma-oled-aura-gen2?variant=51405353418884	PX277 OLED MAX V2 Gaming Monitor — Black	Pixio	PX277 Prime Neo	false	sibling: the OLED MAX V2 is not the Prime Neo
https://www.pixiogaming.com/products/pxc279-wave?variant=50783530942596	PXC279 Wave 27" Curved Gaming Monitor — White	Pixio	PXC279 Wave	true	
https://www.pixiogaming.com/products/pxc278-wave-certified-refurbished?variant=50726020120708	PXC278 Wave - Certified Refurbished — Black	Pixio	PXC278 Wave	false	certified refurbished
https://www.pixiogaming.com/products/pxc278-wave?variant=50726004293764	PXC278 Wave 27" Curved Gaming Monitor — White	Pixio	PXC278 Wave	true	
https://www.pixiogaming.com/products/pxc328-certified-refurbished?variant=50708476067972	PXC328 Curved Gaming Monitor - Certified Refurbished	Pixio	PXC328	false	certified refurbished
https://www.pixiogaming.com/products/px248-pro-v2-24in-premium-fast-ips-1080p-1ms-gtg-200hz-gaming-monitor-copy?variant=50631010254980	PX248 Pro V2 - Certified Refurbished	Pixio	PX248 Wave	false	sibling: the Pro V2 is not the Wave
https://www.pixiogaming.com/products/px248-pro-v2-24in-premium-fast-ips-1080p-1ms-gtg-200hz-gaming-monitor-copy?variant=50631010254980	PX248 Pro V2 - Certified Refurbished	Pixio	PX248 Pro V2	false	certified refurbished
https://www.pixiogaming.com/products/px248-pro-v2-24in-premium-fast-ips-1080p-1ms-gtg-200hz-gaming-monitor-copy?variant=50631010254980	PX248 Pro V2 - Certified Refurbished	Pixio	PX277 OLED MAX V2	false	a different model sharing "V2"
https://www.pixiogaming.com/products/px248-pro-v2?variant=50626265776260	PX248 Pro V2 24-inch Gaming Monitor	Pixio	PX248 Wave	false	sibling: the Pro V2 is not the Wave
https://www.pixiogaming.com/products/px248-pro-v2?variant=50626265776260	PX248 Pro V2 24-inch Gaming Monitor	Pixio	PX248 Pro V2	true	
https://www.pixiogaming.com/products/px248-pro-v2?variant=50626265776260	PX248 Pro V2 24-inch Gaming Monitor	Pixio	PX277 OLED MAX V2	false	a different model sharing "V2"
https://www.pixiogaming.com/products/px160-wave-15-6-inch-portable-gaming-monitor-copy?variant=50517110751364	PX160 Wave 15.6 inch Portable Gaming Monitor - Certified Refurbished — Black	Pixio	PX160 Wave	false	certified refurbished
https://www.pixiogaming.com/products/px24q-pro-24in-premium-fast-ips-1440p-1ms-gtg-180hz-gaming-monitor-copy?variant=50517100068996	PX24Q Pro Gaming Monitor - Certified Refurbished	Pixio	PX24Q Pro	false	certified refurbished
https://www.pixiogaming.com/products/pixio-px275-wave-certified-refurbished?variant=44759818862724	PX275 Wave - Certified Refurbished — Black	Pixio	PX275 Wave	false	certified refurbished
https://www.pixiogaming.com/products/pxc248-wave-certified-refurbished?variant=44737538359428	PXC248 Wave 24-inch Curved Gaming Monitor - Certified Refurbished — Black	Pixio	PXC248 Wave	false	certified refurbished
https://www.pixiogaming.com/products/pixio-px246-wave-24-inch-1080p-120hz-gaming-monitor-with-ips-and-adaptive-sync-copy?variant=44727623090308	PX246 Wave - Certified Refurbished — Black	Pixio	PX246 Wave	false	certified refurbished
https://www.pixiogaming.com/products/px275-wave?variant=44726619275396	PX275 Wave 27-inch Gaming Monitor — Black	Pixio	PX275 Wave	true	
https://www.pixiogaming.com/products/pxc248-wave?variant=44726475456644	PXC248 Wave 24-inch Curved Gaming Monitor — White	Pixio	PXC248 Wave	true	
https://www.pixiogaming.com/products/px246-wave?variant=44725888647300	PX246 Wave 24-inch Gaming Monitor — White	Pixio	PX246 Wave	true	
https://www.pixiogaming.com/products/pixio-pxc348c-neo-ultra-wide-curved-productivity-gaming-monitor-certified-refurbished?variant=51789693157508	PXC348C Neo Ultra Wide Curved Productivity Gaming Monitor - Certified Refurbished — Black	Pixio	PXC348C Neo	false	certified refurbished
https://www.pixiogaming.com/products/px160-wave?variant=50517110194308	PX160 Wave 15.6-inch Portable Gaming Monitor — White	Pixio	PX160 Wave	true	
https://www.pixiogaming.com/products/pixio-px279-wave-gaming-monitor-certified-refurbished?variant=44631033413764	PX279 Wave Gaming Monitor - Certified Refurbished — White	Pixio	PX279 Wave	false	certified refurbished
https://www.pixiogaming.com/products/pixio-px279-wave-gaming-monitor-certified-refurbished?variant=44631033413764	PX279 Wave Gaming Monitor - Certified Refurbished — White	Pixio	PX279 Prime Neo	false	sibling and refurbished
https://www.pixiogaming.com/products/px279-wave?variant=44631030005892	PX279 Wave Gaming Monitor — White	Pixio	PX279 Wave	true	
https://www.pixiogaming.com/products/px279-wave?variant=44631030005892	PX279 Wave Gaming Monitor — White	Pixio	PX279 Prime Neo	false	sibling: the Wave is not the Prime Neo
https://www.pixiogaming.com/products/pxc328?variant=41892886937732	PXC328 Curved Gaming Monitor	Pixio	PXC328	true	
https://www.pixiogaming.com/products/px32u-wave?variant=41857353973892	PX32U Wave 32" 4K 144Hz Gaming Monitor — White	Pixio	PX32U Wave	true	
https://www.pixiogaming.com/products/pxc348c-neo?variant=51789681033348	PXC348C Neo Ultra Wide Curved Productivity Gaming Monitor — Black	Pixio	PXC348C Neo	true	
https://www.pixiogaming.com/products/px279-prime-neo?variant=41846221963396	PX279 Prime Neo 27" 1080p Fast IPS FHD 240Hz Gaming Monitor	Pixio	PX279 Wave	false	sibling: the Prime Neo is not the Wave
https://www.pixiogaming.com/products/px279-prime-neo?variant=41846221963396	PX279 Prime Neo 27" 1080p Fast IPS FHD 240Hz Gaming Monitor	Pixio	PX279 Prime Neo	true	
https://www.pixiogaming.com/products/px27u-wave?variant=41845311897732	PX27U Wave 27" 4K 160Hz Gaming Monitor — White	Pixio	PX27U Wave	true	
https://www.pixiogaming.com/products/px27u-wave?variant=41845311897732	PX27U Wave 27" 4K 160Hz Gaming Monitor — White	Pixio	PX27U Prime Neo	false	sibling: the Wave is not the Prime Neo
https://www.pixiogaming.com/products/pixio-px277-prime-neo-gaming-monitor-certified-refurbished?variant=41780861730948	PX277 Prime Neo Gaming Monitor - Certified Refurbished	Pixio	PX277 OLED MAX V2	false	sibling and refurbished
https://www.pixiogaming.com/products/pixio-px277-prime-neo-gaming-monitor-certified-refurbished?variant=41780861730948	PX277 Prime Neo Gaming Monitor - Certified Refurbished	Pixio	PX277 Prime Neo	false	certified refurbished
https://www.pixiogaming.com/products/pxc279-curved-gaming-monitor-certified-refurbished?variant=41761360806020	PXC279 Curved Gaming Monitor - Certified Refurbished	Pixio	PXC279 Wave	false	certified refurbished; and the PXC279 without "Wave" is the earlier model
https://www.pixiogaming.com/products/px248-wave?variant=41652594311300	Pixio PX248 Wave 24-inch FHD 200Hz Fast IPS Gaming Monitor — White	Pixio	PX248 Wave	true	
https://www.pixiogaming.com/products/px248-wave?variant=41652594311300	Pixio PX248 Wave 24-inch FHD 200Hz Fast IPS Gaming Monitor — White	Pixio	PX248 Pro V2	false	sibling: the Wave is not the Pro V2
https://dough.tech/products/spectrum-black-32?variant=52500091765107	Spectrum Black 32 — Matte without Hub	Dough	Spectrum Black 32	true	
https://dough.tech/products/spectrum-4k-144hz?variant=52500091863411	Spectrum One — Matte	Dough	Spectrum One	true	
https://dough.tech/products/spectrum-black-27-480hz?variant=52500090585459	Spectrum Black 27 — Matte without Hub	Dough	Spectrum Black 27	true	
https://dough.tech/products/spectrum-one-refurbished?variant=52835494265203	Spectrum One Refurbished — Matte	Dough	Spectrum One	false	refurbished
https://dough.tech/products/spectrum-one-bstock?variant=52835437216115	Spectrum One B-Stock — Matte	Dough	Spectrum One	false	B-stock
https://www.koorui.net/products/koorui-27-inch-fhd-200hz-ips-g2711p?variant=50112171901214	KOORUI G2711P 27-inch IPS FHD 200Hz Gaming Monitor	KOORUI	G2711P	true	
https://www.koorui.net/products/koorui-24-inch-fhd-200hz-ips-hdr400-g2411p?variant=50112173834526	KOORUI G2411P 24-inch IPS FHD 200Hz Gaming Monitor	KOORUI	G2411P	true	
https://www.koorui.net/products/koorui-24-inch-qhd-180hz-ips-g2421v?variant=50112170721566	KOORUI G2421V 24-inch IPS QHD 180Hz Gaming Monitor	KOORUI	G2421V	true	
https://www.koorui.net/products/koorui-27-inch-fhd-240hz-va-gn02?variant=50112173244702	KOORUI GN02 27-inch VA FHD 240Hz Gaming Monitor	KOORUI	GN02	true	
https://www.koorui.net/products/24-inch-curved-180hz-gaming-monitor-24e6ca?variant=50112174981406	KOORUI 24E6CA 24-inch VA FHD 180Hz Curved Gaming Monitor	KOORUI	24E6CA	true	
https://www.koorui.net/products/koorui-34-inch-ultrawide-curved-wqhd-34e6uc?variant=50112170033438	KOORUI 34E6UC 34-inch VA WQHD 180Hz Curved Gaming Monitor	KOORUI	34E6UC	true	
